text,source,suspect_score,signals,label,note,llm_label,llm_reason
ใกล้ช่วงเทศกาลทีไร มักมีอะไรใหม่ๆออกมาให้ดูให้สะสมกันตลอด นี่ก็เด็ดน่าเก็บมาครอบครองมากกับช้างขวดลาย Limited Edition มีลูกบอลทั้งสีทองและเงินสลับกันไปอยู่บนขวด สวยนุ่มๆ ในแบบสไตล์ช้างๆ ต้องรีบไปจับจองกันแล้ว ได้ข่าวว่าขวดแบบนี้มีขายแค่ตามงานคอนเสิร์ตของช้าง ลานเบียร์ หรือ ร้านกลางคืนบางร้าน เท่านั้นด้วย รีบเลยยยยยยย!!! #กลับไม่ดึก,wisesight,1,ยืดอักษร,,,0,ชื่นชมสินค้าอย่างจริงใจ
ส่วนตัวชอบ Room 39 แต่อยากไปงานนี้เพราะว่าตรงกับวันเกิดเพื่อน อยากได้บัตรไปเซอร์ไพร์ส เพื่อนชอบjetset'erมากๆค่ะ เพื่อนเคยทะเลาะกับแฟนเพราะเปิดแต่เพลงjetset'er แล้วเพื่อนทั้งกลุ่มก็เป็นคอเบียร์ช้างเลยค่ะ สุดท้าย!!ใกล้หน้าหนาวบรรยากาศของงานคงดีมากๆ อยากได้มากจริงๆค่ะ,wisesight,4,"ชม:ดี; ชม+แย่:ช้า,งง",,,0,ไม่มีการเหน็บแนม ชมแบบจริงใจ
"23ธค58 วันนี้มางานของเพื่อนแถวBTSบางหว้า มาทานข้าวกับเพื่อนที่ The Mall ท่าพระ ค่ะ (โชกุน นัตตี้ มิค)

เลือกร้านซานตาเฟ่ รสชาติกลางๆทานได้ ราคาไม่แพงนะ 

วันนี้ทานสเต็กไก่เปปเปอร์89บาท แล้วก้น้ำเปล่า เฉลี่ยแล้ว 100 บาทค่ะ

ในจานมีสเต็กไก่ สลัดผัก เฟรนซ์ฟราย",wongnai,0,,,,0,บรรยายตรงๆไม่ได้มีเจตนาเหน็บ
เอแคร์ที่นี่คือรสชาติอร่อยมาก กินแล้วฟินเฟอร์ มีหลายแบบให้เลือกทานนะึะมีหลายหน้าเลย ราคาไม่ค่อยแพง ส่วนตัวร้านตกแต่งน่ารักมากค่ะ สวยงามเหมาะกับไปนั่งทานนั่งอัพรูปเล่นสบายๆิใครอยากทานเอแอร์แนะนำร้านนี้เลยนะคะ,wongnai,4,ชม:ฟิน; ชม+แย่:รอ,,,0,ชมจริงใจและละเอียด มีแต่ข้อดี
จากเมืองสมุทรสาครวิ่งมาทาง ศาลพันท้ายนรสิงห์ ถ้ามาทางเมืองสมุทรสาคร ร้านจะถึงก่อน แต่ถ้ามาทางพระรามสองเข้าตามป้ายบอกทางศาลพันท้ายนรสิงห์ ศาลจะถึงก่อนร้านต้องเลยมาอีกนิดนึง เป็นร้านที่อยู่กลางนาเกลือโดดเดี่ยวผู้น่ารัก แต่รสชาดอาหารไม่ได้ทำให้ร้านโดดเดี่ยวเลย คนมาทานกันไม่ขาดสาย ผมสั่งน้ำพริกไข่ปู เนื้อปูผัดต้นหอม ยำใบชะคราม ทานกับข้าวสวยร้อนๆ อร่อยครับแนะนำให้มาลองทานกันครับ รับรองไม่ผิดหวัง,wongnai,4,"ชม:ดี; ชม+แย่:รอ,ผิด,ผิดหวัง",,,0,ชมอาหารจริงใจ ไม่มีเจตนาเหน็บแนม
"ร้านอาหารจีนรสชาติแบบจีนแท้ๆเลยค่ะ อร่อยมาก โดยเฉพาะเต้าหู้ซอสเสฉวนของที่นี่ เข้มข้นสุดๆ เข้มข้นมากสุดเท่าที่เคยกินมาเลย เสี่ยวหลงเปาก็รสชาติดีค่ะ 

พนักงานบริการดี บางวันคนจีนมาใช้บริการเยอะมากค่ะ จะได้บรรยากาศแบบจีนเลย เสียงดังมาก",wongnai,4,"ชม:ดี,สุดๆ; ชม+แย่:เสีย",,,1,เสียงดังมากสื่อว่ารบกวน
"...รอบนี้มาทานอาหารคาวในร้านอาหารหวานกันบ้าง นั่นคือผัดขี้เมา
    เส้นนุ่มดี รสชาติดี แต่มันไปนิด แต่รวมๆบอกเลยก็โอเคนะ
    ไข่เจียวเป็นแบบกรอบๆ ไม่ค่อยชอบอ่า ชอบแบบนิ่มๆนะ ส่วนเค้กสตรอเบอร์รี่แปลกๆนิด แต่พอทานได้ค่ะ",wongnai,5,ชม:ดี; ยืดอักษร; ชม+แย่:รอ,,,0,มีทั้งข้อดีข้อเสีย ข้อเท็จจริง ไม่มีประชด
มองเห็นด้านนอกก็รู้แล้วว่า ร้านนี้น่ารัก พอเข้าไปเท่านั้นแหละ ว้าวๆๆๆๆๆๆ ทั้งน้องแมว ทั้งมุมนั่งชิว น่ารักไปหมด มีเมนูขนมหวาน เครื่องดื่ม ช่วงที่เล่นกับบน้องแมว และคุยกับเพื่อนๆ บางที เล่นกับน้องแมวจนไม่ได้คุยกับเพื่อนๆ เลยทีเดียว 555555 ปล. คุยกับเพื่อนก่อนเข้าไป??!?!!?!? เดวเพื่อนงอล,wongnai,6,ชม:ดี; 555; ยืดอักษร; ชม+แย่:ไม่ได้,,,0,ชมที่ร้านและน้องแมวจริงใจ
"เมื่อช่วงเย็นพาคุณแม่ไปชิมอาหารฝรั่งที่ร้าน Uncle Chuan ปากซอยทุ่งมังกร 14 ย่านตลิ่งชัน

เมนูของร้านมีสองหน้า

- ขนมปังฟรี เป็นขนมปังกระเทียม กรอบอร่อยดี

- มันบดอบชีสกับเบคอน รสชาติดี ราดน้ำเกรวี่แล้วอร่อยยิ่งขึ้น ชีสเยอะพอควร แต่เบคอนน้อยไปนิด

- สปาเก็ตตี้เส้นดำผัดทะเล อร่อยดี ผัดมาเส้นกำลังดี ไม่เลี่ยนจนเกินไป เผ็ดกำลังดีด้วย เนื้อ (ของทะเล) เยอะดี

- ลาซานย่าเนื้อ จานนี้ก็อร่อยดี เรียกได้ว่าลงตัวดี

- โพสค์แซลมอนและซ้อสผักขมอบชีส จานนี้อร่อยมาก ๆ ปลาทำมากำลังดี ไม่แห้ง ซ้อสก็อร่อย จริง ๆ เหมือนเอาผักขมอบชีสมาโปะนั่นเอง

- จานสุดท้าย สั่งสเต็กสันในเนื้อกับโพสค์เอ็กซ้อสเห็ด แต่ได้มาเป็นแบบนี้ ซึ่งคิดว่าไม่ใช่แน่ ๆ เพราะไม่มีทั้งไข่และไม่มีซ้อสที่มีเห็ดด้วย เรื่องรสชาติจานนี้สั่งมาแบบ medium เนื้อค่อนข้างเหนียว แต่รสชาติใช้ได้ น้ำเกรวี่อร่อยดี",wongnai,4,"ชม:ดี,ปัง; ชม+แย่:รอ",,,0,รีวิวยาวที่มีทั้งข้อดีข้อเสีย
ร้านนี้เปนร้านเล็กๆคะ ที่มาทานเพราะว่าเคยได้ยินชื่อและรุสึกว่าจะเปนของดาราคนนึงคะ ที่นั่งร้านนี้มีไม่เยอะมากคะ มีทั้งที่นั่งข้างนอกหรือว่าจะนั่งในร้านที่เปนแอร์ก็ได้คะ โต๊ะนึงนี่นั่งได้ประมาน4คนคะ เมนูในร้านนีเมีชื่อแปลกๆแบบชื่อร้านนั่นแหละคะ เมนูมีไม่เยอะมากคะ แต่ว่าพนักงานบริการดี มีแนะนำเมนูอาหารและก็อาหารมาเรวมากคะ รสชาดร้านนี้จัดจ้านใช้ได้เลย แต่ว่าเผ็ดเหมือนกันคะ กะว่าถ้ามาทานคราวหน้า ต้องสั่งเผ็ดน้อยแล้วหละคะ เมนูที่สั่งเปนคล้ายๆกับตำมั่ว เปนส้มตำใส้เส้นขนมจีน หมูยอ กากหมู ปลากรอบ ครบเครื่องมากเลยคะ ทานแล้วไม่เบื่อเลย อีกอันที่แนะนำเลยเปนยำคอหมูย่าง อร่อยมากเลย เนื้อหมูนุ่มๆมากๆถึงแม้จะมันเยอะไปหน่อยแต่นุ่มมากจิงๆ ส่วนราคาร้านนี้ก็ประมานจานละร้อย ถือว่าแพงนิดนึงเพราะว่าจานเล็กคะ,wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,รีวิวยาวข้อดีข้อเสียตามจริง
ลางานมาสาธารณสุข เลยได้แวะมากินตอนเที่ยงพอดี ร้านมี 2 ฝั่ง คนเต็มจังหวะมีที่นั่งพอดี เปนร้านต้มยำตำลึง ราคาเริ่ม 45.- ลองสั่งเป็นก๋วยเตี๋ยวแห้งต้มยำไม่เครื่องใน ถ้าไม่ใส่เขาบอกให้ระบุด้วยนะ ส่วนตัวแล้วเราว่าปริมาณกับราคาไม่โอเคอะ ให้มาน้อยไป เปรี้ยวนำ แต่ก้ออร่อยแบบไม่ต้องปรุง หรือต้องสั่งแบบน้ำถึงดูเยอะ สั่งแห้งไม่ได้น้ำซุป หรือต้องขอเพิ่มอันนี้ไม่แน่ใจ ใส่ตำลึงน้อยไปเราว่าจุดเด่นของร้านน่าจะเยอะก่านี่อีกนิด เครื่องเคียงหมูอร่อย นุ่มดี ติดมันหน่อยๆ มีเมนูขนมหวานอื่นๆด้วย น้ำแข็งใส ลอดช่อง มะม่วงน้ำปลาหวาน เกี๊ยวทอด เกี๊ยวน่าอร่อยแต่ไม่ได้ลองพอดีไปคนเดว เดวไม่หมด เหนหลายโต๊ะสั่ง หรือกินรออาหารมั้งเนอะ มองแล้วไส้เยอะอยู่ มาใหม่ต้องลอง,wongnai,4,"ชม:ดี; ชม+แย่:รอ,ไม่ได้",,,0,วิจารณ์อาหารตรงๆ ไม่ประชด
กินอะไรก็ได้ที่ไม่ย่าง แค่จุ่มพอ 55,wisesight,0,,,,0,ตัดพ้อขำๆ ไม่ใช่ประชด
"ร้าน La bottega di luca เป็นร้านอาหารที่อยากทานมานานมากแล้วค่ะ เห็นคนบอกว่าอร่อยกันก็เลยต้องลองสักหน่อย เราไปถึงกันประมาณเที่ยงก็ยังไม่มีลูกค้าเข้ามาในร้านเลยสักคน ก็เลยได้เลือกที่นั่งตามใจชอบค่ะ มาถึงทางร้านก็มีขนมปังไว้คอยให้บริการ ขนมปังส่วนใหญ่ที่เคยไปทานมาจะเฉยๆ ไม่ค่อยร้อน แต่ที่นี่สดๆใหม่มาเลยค่ะ แถมอร่อยด้วยนะคะ ทานไปทานมาระหว่างรออาหารก็เกือบจะหมดดีที่คุณแฟนห้ามไว้ก่อนไม่งั้นก็หมดแน่นอนค่ะ

วันนี้เราสั่งอาหารมา 3 จานมาแชร์กันทานค่ะ

- Classic eggplant parmigiana with fresh mozzarella, tomato sauce and grated with parmesan cheese ราคา 340 บาท จานนี้อร่อยมากค่ะ ชีสหอมมากๆๆ รสชาติซอสเข้ากันได้กับมะเขือม่วงอร่อยกล่อมกล่อม ไม่จืดและไม่เค็มจนเกินไปค่ะ

- Porcini mushroom ravioli served with white alba truffle and wild mushroom cream sauce ราคา 490 บาท เป็นราวิโอลี่ที่ใส่เห็ด Porcini มาให้เยอะมากค่ะ เพิ่งรู้ตอนเขียนรีวิวว่าใส่ truffle ด้วยเพราะว่าตอนทานไม่รู้สึกเลยค่ะ ^^ ส่วนตัวเฉยๆกับจานนี้นะคะ คือใส่เห็ด Porcini มาเยอะไปหน่อยไม่ค่อยได้สัดส่วนกับตัว ravioli ค่ะ

- Baked organic seabream from Britany with lobster bisque sauce, plum tomatoes, capers, taggiasche olive and ดresh herbs ราคา 1,290 บาท ปลาอบมาดีมากค่ะ สุกกำลังดี แถมเชฟก็เลาะก้างปลาให้หมดด้วยค่ะ เวลาทานก็ทานได้ง่าย ส่วนซอสก็อร่อยดีค่ะ รสอ่อนๆ ไม่จัดและไม่ได้จืด จานนี้ก็ถือว่าโอเค แต่การจัดจานดูแล้วไม่ค่อยประทับใจค่ะ ถ้าจัดจานออกมาได้ดีกว่านี้ก็จะทำให้จานนี้ดูน่าทานมากขึ้นค่ะ

ส่วนขนมนั้นเราสั่ง Pannacotta ice cream with alba white truffe ราคา 390 บาท เป็นไอศกรีมที่อร่อยมากๆ โรยด้วยเห็ด truffle ที่ทานแล้วไม่ค่อยรู้สึกเพราะว่าฝานมาให้บางๆ ทานพร้อมกับแป้งกรอบๆอร่อยเลยค่ะ

ร้านนี้ก็เป็นร้านอาหารที่อร่อยดีนะคะ บริการดี แต่ส่วนตัวคิดว่าอาจจะราคาสูงไปสักหน่อยค่ะ",wongnai,4,"ชม:ดี,ปัง,ประทับใจ; ชม+แย่:รอ,นาน,ไม่ได้",,,0,รีวิวยาวตามจริงทั้งข้อดีและข้อเสีย
ร้านก๋วยเตี๋ยวเล็กๆที่วิ่งตรงจากลงสะพานข้ามเกาะลำพู วิ่งไปข้ามสะพานบางภูชีแล้วมองด้านขวา เวลาเที่ยงๆ คนจะเยอะมาก กับก๋วยเตี๋ยวต้มยำครบรส หรือจะสั่งเย็นตาโฟสูตรเด็ด รับรองว่าถ้วยใหญ่อิ่มแน่ นอกจากก๋วยเตี๋ยวแล้วยังมีหอยทอดที่เลือกหอยแมลงภู่ขนาดพอเหมาะ มาผสมกับแป้งและไข่ทอดเหลืองกรอบ มื้อนี้อิ่มได้ถึงเย็นกันเลยทีเดียว,wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,ชมจริงใจ ก๋วยเตี๋ยวดีและอิ่ม
"บูธขายน้ำผลไม้บรรจุขวดยี่ห้อ Soontra นี้มักจะเห็นกันตามสถานี BTS ค่ะ  อย่างสาขาที่ไปมานี้ก็อยู่สถานี BTS สนามกีฬาแห่งชาติ  ออกทางออกด้านที่จะไปมาบุญครองจะเห็นร้านอยู่ทางซ้ายมือก่อนจะถึงทางเชื่อมเข้าห้างนะคะ

น้ำผัก / ผลไม้ ที่นี่มีหลายสูตรหลายชนิด  วางเรียงรายหลากสีดีทีเดียว สำหรับราคาจะอยู่ในช่วงขวดละ 17-37 บาท ขึ้นอยู่กับชนิดที่เลือก  ครั้งนี้ลองเป็นขวดนี้ค่ะ

● น้ำผักและผลไม้รวม (ราคา 27 บาท) – ขวดนี้พนักงานบอกว่าไม่มีการเติมน้ำตาล/น้ำเชื่อมใดๆค่ะ  เป็นส่วนผสมของน้ำสับปะรด น้ำส้ม เสาวรส และบีทรูท  ชิมดูแล้วก็ยังหวานอยู่ แต่คิดว่าน่าจะหวานผลไม้ (มั้ง)  รสชาติความสดชื่นยังไม่เท่าผลไม้คั้นสดแต่ก็ใกล้เคียง ได้รสสับปะรดเด่นกว่ารสอื่น (น่าจะใช้ช่วยย่อยได้ดี  5555)  แต่แอบมีรสขมแบบเปลือกส้มปนทำให้เสียอรรถรสน่ะค่ะ 

ความที่เป็นน้ำผลไม้/ผัก/สมุนไพร แบบบรรจุขวดผ่านการพาสเจอร์ไรซ์มาแล้ว เรื่องคุณค่าบำรุงสุขภาพอะไรที่ทางแบรนด์พยายามชูเป็นจุดขายนั้นเราก็เลยไม่ได้คาดหวังเท่าไหร่ (ถ้าคั้นสดๆเพียวๆดื่มเดี๋ยวนั้นก็ค่อยว่าไปอย่างนะ) แต่ในเวลาที่อยากดื่มอะไรที่สดชื่นดับกระหาย ก็นับเป็นตัวเลือกที่สะดวกพึ่งพาได้ทีเดียวค่ะ",wongnai,6,"ชม:ดี; 555; ยืดอักษร; ชม+แย่:รอ,เสีย,หาย",,,1,ชมว่าสะดวกแต่สื่อไม่สดเท่าคั้นสด
"17/1/17

เป็นร้านเล็กๆใกล้ทางเชื่อมเข้าศูนย์การค้าสีลมคอมเพล็กค่ะ 

หน้าร้านมีป้ายโปรโมชั่นซื้อเบเกอรี่ที่ร่วมรายการ 2 ชิ้น ราคา 44 บาท จัดไป

???? ชูครีม 24
⭐⭐
ครีมหวานโดด ครีมไม่โดนก็จบแล้ว

???? ครอกมูสไส้แฮมไข่ 26
⭐⭐⭐
เลือกอะไรที่มีแฮมมักจะรอด ???? เข้าเวฟทานร้อนๆถึงจะดีค่ะ

สรุป 2.5⭐",wongnai,5,ชม:ดี; ยืดอักษร; ชม+แย่:รอ,,,0,ตำหนิตรงๆตามจริงมีทั้งดีและไม่ดี
"กินส้มตำเด็ดๆกับร้าน ส้มตำคุณนาย ที่สันกำแพงงงงเจ้าา

รสชาติอาหารอร่อยดีค่ะ ส้มตำไม่เผ็ดมากจนเกินไป ถูกปากกก 

แต่ติดเรื่องนึงคือการบริการค้ะ
อยากให้ปรับปรุงให้ดีขึ้นอีกนิดนึงง

รวมๆๆแล้วก็โอเคมากค้ะ ^^",wongnai,5,"ชม:ดี; ยืดอักษร; ชม+แย่:รอ,งง",,,0,ชมอาหาร บริการมีติงแต่ไม่ได้ประชด
"ได้มีโอกาสแวะไปชิมอาหารอร่อยที่ ร้านอากาเว่ หรือฟูมุ่ยกี่ 2 ตั้งอยู่ในปากทางเข้าช่อง 9 อสมท. ตรงพระราม 9 ค่ะ ได้ยินมาว่าสาขาแรกนี่เปิดมายาวนานมาก แต่ยังไม่เคยไปลองขิม 

ร้านนี้ก็จะขายอาหารจีนสไตล์ฝรั่ง ไปกัน 3 คน แต่สั่งมาหลายอย่างมาก ภาพรวมนับว่าอร่อยแทบทุกอย่างค่ะ อยากให้เพื่อนๆไปลองชิม

ไปถึงตอนเกือบบ่าย 2 คนไม่ค่อยมีแล้วค่ะ แต่เล็กถามพี่ที่ทำงาน เค้าก็บอกว่าปกติมาคนก็ไม่ค่อยเยอะ จะเยอะช่วงเย็นๆ บรรยากาศในร้านดูเก่าแก่ มืดๆ ให้ความรู้สึกเหมือนดูหนังจีนสมัยก่อน

เมนูที่ได้ลองชิมนะคะ

1.กะเพาะปลาผัดปูแห้ง 100 บาท
จานนี้อร่อยมาก ผัดมาหอมรสกำลังดี ให้กะเพาะปลามาเยอะดีค่ะ แต่ปูน้อย จานนี้ผ่านค่ะ

2.ไก่อบเหล้าแดง 120 บาท
น้ำซอสหอม รสชาติ กลมกล่อม เข้มข้นมาก แต่ไม่เลี่ยนจนเกินไป ไก่ทำมาได้นุ่ม อร่อยค่ะ

3.ปูจ๋า 100 บาท
อร่อยอ่ะ มันเหมือนมีไข่เจียวฟูอยู่ด้านบน และมีปูนิ่มๆอยู่ด้านล่าง รสชาติดีเลยค่ะแต่จานนี้มันมาก กัดทีน้ำมันเยิ้มเลย

4. ห่อหมกทะเล 190 บาท
จานนี้แนะนำว่ามาต้องสั่ง ข้างในเปิดมาก็จะมีปลา กุ้งปลาหมึก สดใช้ได้เลยค่ะ รสชาติมันกลมกล่อม กินแล้วกินอีก เนื้อสัมผัสมันจะนุ่มๆละมุน ไม่เหมือน ห่อหมกที่เคยกินแฮะ กินคนเดียวเกือบหมด

5. พอร์คชอบ 130 บาท
หมูมันเหนียวไปหน่อย น้ำราดรสมันจืดๆ งงๆ ไม่ค่อยหอม รสชาติไม่เด่น จานนี้ไม่ถูกปากค่ะ สรุปจานนี้เหลือค่ะ

6.ขนมปังสังขยามาซักหน่อย ชุดเล็ก 36 บาท
ขนมปังนุ่ม เหนียวชอบมากแบบนี้ แต่เนื้อสังขยามันแปลกๆดีค่ะ ไม่เคยทานแบบนี้ มันจะออกฝาดๆแบบเนื้อเหมือนไข่ๆ เหมือนสังขยาที่ใส่ฟักทองนึ่ง รสและกลิ่นใบเตยเข้มและชัดมาก จะบอกว่าอร่อยก็อร่อย แต่ถ้าคนไม่ชอบก็ไม่ชอบไปเลย คหสต ชอบแบบขนมปังสยาที่ขายทั่วไปที่เนื้อละมุน แบบนมๆมากกว่า

สรุปนะคะ
รสชาติ: เท่าที่สั่งรวมๆถือว่าอร่อยเลยค่ะ กลมกล่อม กินแล้วเจริญอาหาร และอยากกลับมาทานอีก แต่ที่ไม่ค่อยถูกใจก็คงจะเป็น พอร์คชอบ ที่ยังรู้สึกว่าไม่โดดเด่น
คุณภาพ: อาหารปรุงสดใหม่ อาหารทะเลสดใช้ได้ ปริมาณกำลังดี ไม่มีปัญหาอะไร
ราคา: ไม่ถูกไม่แพง ถ้าเทียบกับรสชาติ ถือว่าสมเหตุผลค่ะ
การบริการ: พนักงานให้ความเอาใจใส่ดี และอาหารมาไวค่ะ",wongnai,4,"ชม:ดี,ปัง,คุณภาพ; ชม+แย่:รอ,นาน,งง",,,0,รีวิวตามจริง มีทั้งข้อดีและข้อเสีย
"วันนี้ลองมาสาขานี้บ้าง เห็นแต่สาขานิมมาน
ทานไอติม2ลูก มะม่วง กับเสาวรส ลูกละ35บาท กับมะม่วงปั่น 59บาท 
อยู่ติดถนนราชดำเนินเลย มีที่จอดรถด้านหลังด้วยนะ ต้องสแตมป์บัตรไม่งั้นเสียค่าจอด
รสชาติโอเคนะ แต่ไอติมมะม่วงไม่ค่อยเหมือนมะม่วงเท่าไหร่ เสาวรสเปรี้ยวดี ส่วนน้ำปั่นก็โอเคนะ ไม่หวาน แต่เหมือนน้ำๆมากไปหน่อย ไม่ค่อยได้รสมะม่วงอะะะ
แต่ร้านน่ารักมากนะ ข้างในแอบเล็ก แต่มีที่นั่งข้างนอกด้วย",wongnai,5,ชม:ดี; ยืดอักษร; ชม+แย่:เสีย,,,0,รีวิวยาวทั้งข้อดีข้อเสียตามจริง
"เป็นคนชอบกินปิ้งย่างอยู่แล้ว แต่ก่อนก็กินไปเรื่อยคะ ไปร้านในห้างมาก็เยอะ แต่พอเพื่อนแนะนำให้มาที่กิวโนบิ พูดเลยว่าลืมร้านอื่นไปเลย ล่าสุดแอบนอกใจไปลองอีกเจ้าชื่อดัง ก็ผิดหวังคะ ใครชอบกินเนื้อเกรดดี หมูหมักเนื้อหมักซอสหลากหลายมาเลย คือแบบกินกี่รอบก็ฟินทุกรอบ ยิ่งแซลมอนซาซิมินะคะ สั่งกันเกินคุ้มคะ 
ที่สำคัญราคาเนตรวมน้ำกับของหวานแล้วด้วย ตกจะอยู่ที่หัวละ 470 บาท 

ราคากับของที่เค้าคัดสรรมาให้ลูกค้าอย่างเราๆ นับว่าเริดเลยทีเดียวคะ 
ส่วนตัวไปทานที่สาขาเมืองทองธานีประจำ เพราะใกล้บ้าน พิมแล้วก็อยากกินอีก 55555555",wongnai,6,"ชม:ดี,ฟิน; 555; ยืดอักษร; ชม+แย่:รอ,ผิด,ผิดหวัง",,,0,ชมจริงใจ ร้านดีเกินความคาดหมาย
กินบ่อยอร่อยดีซื้อกลับมากินบ้านบางครั้งก็กินที่ร้านบ้าง ชื่นชอบในรสชาติน้ำเย็นตาโฟเปรี้ยวกำลังดีเครื่องให้เยอะมากๆ วัถุดิบสดใหม่ผักบุ้งก็กรอบมากราคาไม่แพงปฝากท้องยามค่ำคืนได้เสมอที่สำคัญราคาถูกให้เยอะแบบนี้มีหรือจะพลาด แวะมาลองกินกันดู,wongnai,4,ชม:ดี; ชม+แย่:รอ,,,0,ชมจริงใจ ไม่มีการประชด
ย้อนไปหลายปีก่อนถ้าอยากทานหูฉลาม ไปเยาวราชต้องทานที่ร้านฮั่ว เซ่ง เฮง เท่านั้น เพราะมีห้องแอร์ ราคาตามป้าย ถ้าไปร้านอื่นหรือตามข้างทาง อาจหัวแตกได้ แต่หลังๆมา เยาวราชไปลำบาก ที่จอดรถหายากครับ รถติด พอฮั่ว เซ่ง เฮง ออกมาเปิด ข้างนอก ผมดีใจมาก ตามไปทานทั้ง สาขาเซ็นทรัล สุขุมวิท และที่อื่นๆ อาหารจีนที่นี่ อร่อยแทบทุกอย่าง โดยเฉพาะ หูฉลามน้ำแดง ครั้งล่าสุดไปทานก็ยังประทับใจเรื่องอาหารครับ อร่อยทุกอย่าง ให้5ดาวเลย แต่ขอติเรื่องการบริการ พนักงานดูไม่ค่อยกระตือรือร้น ให้บริการ 2ดาวนะครับ,wongnai,4,"ชม:ดี,ประทับใจ; ชม+แย่:หาย",,,0,ชมอาหารจริงใจแต่ติเพื่อแนะนำ
งานนี้มีสุดแน่นอนครับ อย่าลืมกด see first เพื่อไม่พลาดกิจกรรมจากสเมอร์นอฟนะครับ,wisesight,0,,,,0,ชวนติดตามกิจกรรมจริงใจ
ร้านอาหารญี่ปุ่นในโรงแรมกับราคาค่าเสียหายไม่สูง เต็มคุณภาพเนื้อปลากับอาหารนี้เกินราคามาก แอบผิดหวังที่ไม่มีซาบะย่างวันนี้ นอกนั้นก็เหมือนเดิมครับ เปลี่ยนร้านใหม่กว้างขวางน่านั่ง การบริการก็ระดับโรงแรม,wongnai,4,"ชม:คุณภาพ; ชม+แย่:เสีย,ผิด,หาย",,,0,รีวิวบอกข้อดีและข้อเสียตรงๆ
"ชอบการตกแต่งร้าน การจัดวางของต่างๆ ดูคลาสสิค พนักงานก็บริการดี 
เมนูแนะนำ: เครปชาไทย อร่อยมาก ถ้ากลับไปก็จะสั่งอีก รสชาดลงตัว ไม่เลี่ยน ไม่หวานเกินไป เป็นเมนูที่ต้องมาลอง
โกโก้เย็น เพราะเป็นคนที่ไม่ดื่มชาและกาแฟ ตัวเลือกนี้จึงเป็นตัวเลือกเดียวที่ดื่มได้ และอร่อยด้วย
มัสมั่นไก่ กับขนมปังปิ้ง รสชาดแบบว่าเข้ากันสุดๆ",wongnai,1,"ชม:ดี,ปัง,สุดๆ",,,0,รีวิวชมจริงใจไม่มีประชด
ฟูลมูล..เมากันเละ ไม่รุ้ใครเป็นใครถือขวดสไปรท์ขวดเดียวเมาได้ทั้งคืน เงินอะไรสะพัด300 ล้าน ไม่เห็นจะซื้อไรนักหนานอกจากยาแก้ปวด..เฮอะ.,wisesight,4,ชม:ดี; ชม+แย่:นาน,,,1,เจตนาวิจารณ์งานฟูลมูนพาร์ตี้
"ร้านอยู่ริมถนนสาย 340 ฝั่งตรงข้ามโลตัส แบบเยื้องๆกัน ถ้ามาจากกรุงเทพ เมื่อเจอโลตัสทางซ้าย ก็เตรียมกลับรถได้เลย ที่จอดรถไม่มีนะคะ สังเกตง่ายๆ ร้านนี้รถจอดริมทางยาวเหยียดเลยค่ะ เราก็จอดรถริมทางต่อๆกันไป ได้ยินเสียงเพลงแว่วๆมาไกลๆนี่ใช่เลย ต้องใช่แน่ๆ เดินเข้ามาถึงร้านนี่ลมพัดตึง! 5555 บรรยากาศดีใช้ได้เลย มาสุพรรณค่ำๆทีไรก็แวะร้านนี้ทุกที ถูกใจความชิล อาหารและการบริการของที่นี่

ร้านนี้มีทั้งโซนในสนามหญ้า ร่มไม้ใหญ่ หรือจะนั่งใต้ตึกก็ได้ ห้องแอร์ก็มีเช่นกัน แค่เดินเข้ามา พนักงานก็เดินตามมาเลยค่ะพร้อมหนีบเมนูและหิ้วน้ำเปล่าตราโก๊ะข้าวต้มมาด้วย ^^ (มีน้ำเป็นของตัวเองด้วย) บริการรวดเร็วและเป็นกันเองดี ข้าวต้มข้าวสวยนี่สั่งปุ๊บได้ปั๊บ แต่อาหารก็ตามคิวไปนะคะ ดูจากจำนวนรถแล้วท่าทางจะสักพักเลย ฟังเพลงรอกันไปเรื่อยๆ เนื่องจากคราวนี้หิวมาก อะไรมาถึงก็จ้วงๆๆ ฟึ่บฟั่บๆ รูปที่ได้ก็ถ่ายตอนตักไปบ้างแล้ว ต้องขออภัยมา ณ ที่นี้ด้วยค่า 
เมนูที่สั่งมี กุยช่ายขาวผัดหมูกรอบเมนูโปรด กับโป๊ะแตกน้ำใส แต่ดันได้กุยช่ายขาวผัดเต้าหู้ไข่แทน แต่ก็ทานได้แค่ไม่ฟินเฉยๆ
บรรยากาศ ⭐️⭐️⭐️⭐️⭐️
ความสะอาด ⭐️⭐️⭐️⭐️⭐️
การบริการ ⭐️⭐️⭐️⭐️⭐️
รสชาติอาหาร ⭐️⭐️⭐️
คะแนนรีวิว 4 ดาวนี้ ก็จริงๆบางคนอาจบอกว่ารสชาติอาจไม่ได้เด็ดมาก แต่โดยรวมก็ลงตัวทุกอย่าง บริการดีชนะเลิศสำหรับร้านข้าวต้มนะคะ ปล.ห้องน้ำใหม่มาก ดีงามมาก",wongnai,6,"ชม:ดี,เลิศ,เทพ; 555; ยืดอักษร; ชม+แย่:รอ,เสีย,ไม่ได้",,,0,รีวิวตามจริง ชมและติเพื่อเล่า
