human_label,text,source,suspect_score,signals,llm_label,llm_reason,priority,why
,"วันนี้มีโอกาสมาหาดใหญ่ พักอยู่แถวนี้เลยใช้วงในค้นหาร้านใกล้ๆ มีหลายร้านน่าสนใจรวมถึงร้านนี้ด้วย ร้านอาหารญี่ปุ่นร้านนี้ไม่ใหญ่มากอยู่ใกล้โรงเรียนหาดใหญ่วิทยาลัย เราเดินมาจากโรงแรมเจบี ออกมาทางด้านหลังโรงแรม ข้ามสะพานแล้วเดินมาอีกไม่ไกลตามแผนที่ในวงในได้เลย

ภายในร้านแสงจะออกสีส้มๆ มืดๆ ถ่ายรูปออกมาไม่สวยเลยง่ะ เข้าร้านไปหาโต๊ะนั่ง น้องพนักงานจะเอาเมนูมาให้ เปิดเมนูแล้วอาหารหลายอย่างน่าสนใจ แถมราคาไม่แพงด้วย ????
• เซตซูชิรวมพร้อมซุปมิโสะ (249.-) มีซูชิ 8 คำ (ตามรูปเลย) ข้าวปั้นชิ้นใหญ่ เนื้อปลาก็ใหญ่พอสมควรเลย สดใช้ได้ ใช้ได้เลยเซตนี้ บนซูชิเชฟจะไม่ป้ายวาซาบิไว้นะ
• unagi tempura maki (159.-) เราชอบเมนูนี้มาก เป็นมากิไส้ปลาไหลแล้วก็มีแตงกวาส่วนด้านนอกจะเป็นแป้งเทมปุระกรอบๆ กรอบมากจริงๆ ปลาไหล(ชิ้นไม่ใหญ่)เนื้อนุ่ม กินคู่กับข้าว แป้งเทมปุระกรอบๆ แล้วก็น้ำจิ้มหวานๆ เข้ากันฝุดๆ เซตนี้มาแปดชิ้น ไม่แพงเลย
• เห็นออรินจิทอด (49.-) เมนูนี้มาแบบเยอะกว่าที่คิดไว้ ทอดมากรอบดี เสียดายน้ำจิ้มเค้าจะใช้เป็นซีอิ๋วหวาน ถ้าใช้เป็นน้ำจิ้มแบบที่จิ้มทงคัตสึจะเข้ามากกว่า
• ซูชิหน้าปลาไหล (60.-ต่อคำ) ปลาไหลชิ้นใหญ่เนื้อนุ่ม แนะนำเลย
• สลัด+น้ำสลัดงา (45.-) สลัดผักสดพอสมควร กินคู่กับน้ำสลัดงาเพลินๆ แพพเดียวหมด
น้ำเปล่า 10.-

ร้านนี้ลูกค้าเยอะพอสมควรเลยค่ะ บริการเฉยมากๆแต่เหมือนจะไม่มีค่าบริการเพิ่ม วันที่ไปมีโปรซูชิปลาอะไรสักอย่างก็หมด แต่ป้ายติดโดดเด่นอยู่หน้าร้านนอกร้าน น้ำสไปรท์ก็หมด แต่ก็ไม่ใช่ปัญหาอะไร แค่งงๆนิดหน่อย",wongnai,5,"ชม:ดี; ยืดอักษร; ชม+แย่:รอ,เสีย,งง",0,รีวิยข้อดีข้อเสียตามจริง,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"ถ้าเดินทางออกด่านชายแดนบ้านพุน้ำร้อน เริ่มเห็นร้านทะเลที่บอกว่ามาจากทวาย เยอะขึ้นแถวบ้านห้วยนำ้ขาวก่อนถึงด่านชายแดนสัก 10 กม.

แต่ร้านที่เคยขึ้นชื่อเริ่องอาหารป่า ในย่านนี้ มีคนแนะนำร้านนี้ คือร้านลุงเบียบ อยู่ทางซ้ายมือก่อนถึงห้วยน้ำขาว

ร้านมีที่จอดรถ มีที่นั่งโต๊ะไม้ตัวใหญ่ๆ ตามสไตล์ร้านอาหารป่าเมืองกาญจน์

สั่งจานแรกมาเก้งผัดพริกแกง เผ็ดดี พริกไทยเครื่องเทศแรงกลบกลิ่นเก้งได้ กินกับไข่เจียวฟูๆก็อร่อย

แกงป่าที่ขาดไม่ได้สำหรับร้านอาหารป่า สั่งแกงป่าปลาคัง เผ็ดถึงเครื่องแกงมากๆ

ตอนนี้เริ่มมีอาหารทะเลจากทวายเข้ามา สั่งปลาหมึกผัดผงกะหรี่ ปลาหมึกสดดี แต่ยังผัดไม่ใส่เครื่องมากนัก แต่เด็กๆ จะทานได้

โดยสรุปใช้ได้ครับ ถ้าแวะมากินอาหารป่า แต่ถ้าอาหารทะเลอาจจะพิจารณาร้านอื่นด้วย",wongnai,4,ชม:ดี; ชม+แย่:ไม่ได้,0,รีวิวยาวมีทั้งข้อดีข้อเสียตามจริง,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ขนมถังแตก หรือ ขนมถังทองป็นขนมหวานที่เราชอบค่ะ เพราะรสจะคล้ายๆขนมเบื้องมีครีม กับฝอยทอดต่างกันตรงแป้ง 55 คืออะไรหวานๆนี่ชอบกินหมดแหล่ะค่ะ ขนมถังแตกนี้หากินได้ตามตลาดนัด งานวัด หรือพวกถนนคนเดินค่ะ ด้วยราคาที่ถูก รสชาติดี ทำให้ขายกันดิบดีเลย เราก็เป็นคนนึงที่เห็นที่ไหนต้องรีบไปซื้อตลอด ไส้ที่ขายจะมี ไส้หวานหรือฝอยทอง ไส้เค็ม ข้าวโพด สังขยา ลุกเกด มะพร้าว ไส้ที่ขายดีที่สุดก็คือไส้ฝอยทองค่ะ ชอบมากๆ กินตอนร้อนๆนี่หอมๆครีมนิดๆเลย แป้งกรอบขอบนิดๆ เนื้อตรงกลางนุ่มๆ ครีมร้อนๆหวานๆ อร่อยเลยค่ะร้านนี้ มีขายในตลาดนัดโลตัส ทุกวัน พุธ พฤหัส ศุกร์,wongnai,4,"ชม:ดี,ที่สุด; ชม+แย่:รอ",0,ชมจริงใจ ขนมหวานที่ชอบ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ทอดมันปลากรายเด็ดมาก ชิ้นใหญ่ หนึบ เวลากัดได้รสเนื้อปลาเต็มๆ ฟินมากๆ ต้มยำกุ้งน้ำข้นรสแซ่บ จัดจ้านถึงใจ ยำไข่ดาวอร่อย ฟองใหญ่ เปรี้ยว แซ่บ สะใจมาก แต่บรรยากาศร้านสู้สาขากาญจนบุรีไม่ได้ ร่มรื่นน้อยไป ร้านออกแนวปูนๆ อึดอัด ไม่เข้าถึงธรรมชาติ,wongnai,4,ชม:ฟิน; ชม+แย่:ไม่ได้,0,รีวิวยาวที่มีทั้งข้อดีข้อเสียตามจริง,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ร้านนี้เป็นอีกร้านที่ตกแต่งได้อย่างแปลกไหมดี มีรูปปั้นหินอยู่หน้าร้านให้เราได้พบกันอย่างสนุกสนานตัวร้านด้านในก็มีกำแพงหินอยู่ ที่นั่งสะดวกสบายแอร์เย็นฉ่ำ เครื่องดื่มราคาไม่แพง กาแฟรสชาติดีหอมไม่ขมมาก ถึงว่ารสชาดโดนใจเลยอีกเมนูที่แนะนำคือชามะนาวปั่นทานแล้วสดชื่นมากค่ะ,wongnai,4,ชม:ดี; ชม+แย่:นาน,0,ชมจริงใจ รายละเอียดเชิงบวกชัดเจน,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,จริงๆสาขาเอ็มควอเทียร์ไม่ใช่สาขาแรกของร้านนี้ แต่ทว่าคนก็ยังรอเยอะอยู่ดี ต้องต่อแถวรอนานมากๆ แถวยาวเป็นหางงู เพื่อให้ได้ลิ้มลองไทยากิไส้ถั่วแดงนั่นเอง ขนมปังรูปปลาที่สั่ง ข้างในเป็นถั่วแดง ข้างนอกเคลือบน้ำตาลและอื่นๆ รสชาติออกไปทางหวานถึงหวานมาก กินเพลินๆก็สนุกดี แต่ให้กินอีกทีก็ไม่ค่อยอยากแล้วคะ คิดถึงน้ำตาลเม็ดๆแล้วไม่อยากกินเลย,wongnai,4,"ชม:ดี,ปัง; ชม+แย่:รอ,นาน,งง",0,ตำหนิตรงๆเรื่องความหวาน,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,หาดส่วนตัว บรรยากาศดี พักผ่อนแบบสบายๆ อาหารอร่อย เงียบสงบไม่วุ่นวาย ลองมาที่นี่ น่าจะชอบ เป็นหนึ่งร้าน มุมพักผ่อนยาวเราสามารถเดินเพลินริมทะเลและทานอาหารอร่อย มีเพลงฟังยุค 70 80 เพลินๆเบา พร้มกับอาหารอร่อยๆ ไปลองกัน,wongnai,4,ชม:ดี; ชม+แย่:รอ,0,ชมสถานที่และอาหาร จริงใจ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"ร้านเก่าๆ แลดูขายมายาวนานช่วยสร้างบรรยากาศการอยากลิ้มลองรสชาติอาหาร ร้านนี้ขายก๋วยเตี๋ยวเป็ด รวมทั้งเครื่องดื่ม ขนมปังแบบโบราณ สั่งเส้นเล็กเป็ดไม่ใส่เครื่องใน เส้นเล็กเหนียวนุ่ม น้ำซุปร้อนๆ รสชาติน้ำซุปรสชาติจะไม่เหมือนน้ำซุปก๋วยเตี๋ยวเป็ดที่เคยทาน ของร้านนี้จะเหมือนน้ำพะโล้ แต่เหมือนต้มกับเครื่องยาจีน รสออกเปรี้ยวนิดๆ ส่วนเป็ดจะเป็นเป็ดตุ๋นติดกระดูกต้องดูดๆ เคี้ยวๆ เนื้อเปื่อยดี แต่จะสั่งเอาแต่เนื้อล้วนก็ได้ ส่วนเลือดไม่คาว รสเค็ม เนื้อนุ่มมาก ราคา 40 บาท สำหรับชามนี้
สั่งเครื่องดื่มเป็นชามะนาว ราคา 15 บาท เสิร์ฟชาร้อนให้ด้วยอีกหนึ่งแก้ว ชามะนาวเปรี้ยวสะใจ ไม่หวาน 
ร้านนี้ตั้งอยู่ซอยตรงข้ามไปรษณีย์กลางบางรัก ตรงเข้ามาร้านอยู่ซ้ายมือ บรรยากาศในร้านดูคลาสสิค โต๊ะนั่งเป็นโต๊ะหินอ่อนแบบกลมๆ ดูย้อนยุคดี",wongnai,4,"ชม:ดี,ปัง; ชม+แย่:รอ,นาน",0,รีวิวตามจริงทั้งข้อดีข้อเสีย,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,มากินอาหารเช้าสไตล์จีนกันหน่อยกลับปาท่องโก๋ ไม่เหมือนกับของไทยครับของไทยจะเป็นตัวเล็กๆกรอบนอกนุ่มในอร่อยกว่าแต่ของจีนนั้นมีทั้งเป็นแผ่นสี่เหลี่ยมใหญ่เหมือนหมูกรอบและเป็นตัวยาวขนาดเท่าแขน เกรียวคู่กันรสชาติจะไม่กรอบนอกนุ่มในเหมือนกับบ้านเราแต่รสชาติของเค้าจะตอบเพียงเล็กน้อยนั่มเสียมากกว่าและรสชาติเหมือนจะปรุงรสให้เค็มไม่หวานเหมือนกับบ้านเราครับอร่อยดีลองมาทานดู ผมลองซื้อทาน2ร้านเลยครับ รสชาดเหมือนกัน แต่ขอตั้งร้านเดียวแล้วกันนะครับ ร้านก็อยู่ใกล้ใกล้กันครับเดินห่างกันแค่ 15 เมตร,wongnai,4,"ชม:ดี; ชม+แย่:รอ,ช้า,เสีย",0,มีการเปรียบเทียบตรงไปตรงมาไม่เหน็บ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ได้มีโอกาสลองสักทีสำหรับชีสทาร์ตชื่อดังจากญี่ปุ่น ซึ่งเวลาไปตอนเย็นทีไรแบบ mini จะหมดทุกครั้งเลย โชคดีที่คราวนี้มาช่วงบ่ายๆเลยได้ซื้อกลับมาลองสักทีค่ะ เมนูที่ลอง คือ Palbo mini รสoriginal และรส matcha รส original ค่อนข้างกลมกล่อมเลยค่ะ หวานอ่อนๆ ส่วนรส matcha กลิ่นและรสกำลังดีเลยค่ะ แป้งทาร์ตกรอบดีรู้สึกละมุนลิ้นมาก ฮ่าๆ,wongnai,4,ชม:ดี; ชม+แย่:รอ,0,ชมรสชาติขนมอย่างจริงใจ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"ร้านขนมคู่เดอะมอลล์ อยู่มานาน ชั้น1หน้ากรูเมต์มาร์เก็ต อะไรก็อร่อยนะ พวกขนมปังฝรั่งเศสก็อร่อยดี
วันนี้กินขนมปังชีส 
โดนัทชอคโกแลต อร่อยดี เนื้อแน่นกว่าพวกร้านโดนัท ชอคโกแลตก็หนากว่า 
ครีมสอดไส้ก็อร่อย นานๆกินที อร่อยดีจุงเบย",wongnai,4,"ชม:ดี,ปัง; ชม+แย่:นาน",0,ชมจริงใจไม่มีการเหน็บ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"เป็นร้านบุฟเฟ่ต์ชาบูเปิดใหม่ของอุดร ทำเลดี
ช่วงค่ำคนค่อนข้างเยอะ รอคิวพอสมควร
 เข้าไปนั่งไม่มีพนักงานมาบริการโต๊ะผมเลยครับ ต้องนั่งรอ แอบเซ็ง

สั่งอาหาร ร้านใช้วิธีให้เขียนลงใบสั่ง อาหารที่มีเป็นเนื้อหมู ไก่ ปลา กุ้ง หมึก และผักทั่วไป ไม่มีเนื้อวัวนะครับ มีไข่และหอยแมลงภู่นิวซีแลนด์มาในเซทแรกที่มาเสริ์ฟ หลังจากนั้นอยากสั่งต้องจ่ายเพิ่มนะครับ (ไข่ 10 หอย 49) สั่งอาหารก็รอค่อนข้างนานอีก บางรอบก็ได้อาหารไม่ครบ ของหวานมีไอศครีมให้ตักเองครับ
อาหารบางอย่างวันนั้นก็หมดครับ เช่น ปลาดอลลี่ เห็ดเข็มทอง

รสชาติอร่อยใช้ได้ครับ อาหารสดดี ของคุณภาพ ทั้งเนื้อและผัก น้ำจิ้มมีแนวๆซีฟู้ดรสเปรี้ยว กับน้ำจิ้มสุกี้รสหวาน อร่อยครับ น้ำซุปกลมกล่อม

ข้อติ ก็อย่างที่เล่าครับบริการดีได้กว่านี้ ยังไม่ประทับใจ ไข่ควรอยู่ในบุฟเฟ่ต์หรือเปล่าครับ แล้วก็น่าเสียดายมากที่ไม่มีเนื้อวัวในราคาประมาณนี้

ราคาต่อหัว 199 บาท ไม่รวมเครื่องดื่ม (ที่ชาร์จราคาแพงกว่าปกติ) ตกต่อหัวเป็น 230-250 บาทครับ ใครชอบชาบูก็ไปลองกันได้นะครับ (รีวิวย้อนหลังหลายเดือนนะครับ ผิดพลาดขออภัย)",wongnai,4,"ชม:ดี,ประทับใจ,คุณภาพ; ชม+แย่:รอ,นาน,เสีย",0,รีวิวยาวตามจริงมีทั้งดีและเสียดาย,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ส่วนตัวชอบ Room 39 แต่อยากไปงานนี้เพราะว่าตรงกับวันเกิดเพื่อน อยากได้บัตรไปเซอร์ไพร์ส เพื่อนชอบjetset'erมากๆค่ะ เพื่อนเคยทะเลาะกับแฟนเพราะเปิดแต่เพลงjetset'er แล้วเพื่อนทั้งกลุ่มก็เป็นคอเบียร์ช้างเลยค่ะ สุดท้าย!!ใกล้หน้าหนาวบรรยากาศของงานคงดีมากๆ อยากได้มากจริงๆค่ะ,wisesight,4,"ชม:ดี; ชม+แย่:ช้า,งง",0,ไม่มีการเหน็บแนม ชมแบบจริงใจ,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,เอแคร์ที่นี่คือรสชาติอร่อยมาก กินแล้วฟินเฟอร์ มีหลายแบบให้เลือกทานนะึะมีหลายหน้าเลย ราคาไม่ค่อยแพง ส่วนตัวร้านตกแต่งน่ารักมากค่ะ สวยงามเหมาะกับไปนั่งทานนั่งอัพรูปเล่นสบายๆิใครอยากทานเอแอร์แนะนำร้านนี้เลยนะคะ,wongnai,4,ชม:ฟิน; ชม+แย่:รอ,0,ชมจริงใจและละเอียด มีแต่ข้อดี,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,จากเมืองสมุทรสาครวิ่งมาทาง ศาลพันท้ายนรสิงห์ ถ้ามาทางเมืองสมุทรสาคร ร้านจะถึงก่อน แต่ถ้ามาทางพระรามสองเข้าตามป้ายบอกทางศาลพันท้ายนรสิงห์ ศาลจะถึงก่อนร้านต้องเลยมาอีกนิดนึง เป็นร้านที่อยู่กลางนาเกลือโดดเดี่ยวผู้น่ารัก แต่รสชาดอาหารไม่ได้ทำให้ร้านโดดเดี่ยวเลย คนมาทานกันไม่ขาดสาย ผมสั่งน้ำพริกไข่ปู เนื้อปูผัดต้นหอม ยำใบชะคราม ทานกับข้าวสวยร้อนๆ อร่อยครับแนะนำให้มาลองทานกันครับ รับรองไม่ผิดหวัง,wongnai,4,"ชม:ดี; ชม+แย่:รอ,ผิด,ผิดหวัง",0,ชมอาหารจริงใจ ไม่มีเจตนาเหน็บแนม,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"เมื่อช่วงเย็นพาคุณแม่ไปชิมอาหารฝรั่งที่ร้าน Uncle Chuan ปากซอยทุ่งมังกร 14 ย่านตลิ่งชัน

เมนูของร้านมีสองหน้า

- ขนมปังฟรี เป็นขนมปังกระเทียม กรอบอร่อยดี

- มันบดอบชีสกับเบคอน รสชาติดี ราดน้ำเกรวี่แล้วอร่อยยิ่งขึ้น ชีสเยอะพอควร แต่เบคอนน้อยไปนิด

- สปาเก็ตตี้เส้นดำผัดทะเล อร่อยดี ผัดมาเส้นกำลังดี ไม่เลี่ยนจนเกินไป เผ็ดกำลังดีด้วย เนื้อ (ของทะเล) เยอะดี

- ลาซานย่าเนื้อ จานนี้ก็อร่อยดี เรียกได้ว่าลงตัวดี

- โพสค์แซลมอนและซ้อสผักขมอบชีส จานนี้อร่อยมาก ๆ ปลาทำมากำลังดี ไม่แห้ง ซ้อสก็อร่อย จริง ๆ เหมือนเอาผักขมอบชีสมาโปะนั่นเอง

- จานสุดท้าย สั่งสเต็กสันในเนื้อกับโพสค์เอ็กซ้อสเห็ด แต่ได้มาเป็นแบบนี้ ซึ่งคิดว่าไม่ใช่แน่ ๆ เพราะไม่มีทั้งไข่และไม่มีซ้อสที่มีเห็ดด้วย เรื่องรสชาติจานนี้สั่งมาแบบ medium เนื้อค่อนข้างเหนียว แต่รสชาติใช้ได้ น้ำเกรวี่อร่อยดี",wongnai,4,"ชม:ดี,ปัง; ชม+แย่:รอ",0,รีวิวยาวที่มีทั้งข้อดีข้อเสีย,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ร้านนี้เปนร้านเล็กๆคะ ที่มาทานเพราะว่าเคยได้ยินชื่อและรุสึกว่าจะเปนของดาราคนนึงคะ ที่นั่งร้านนี้มีไม่เยอะมากคะ มีทั้งที่นั่งข้างนอกหรือว่าจะนั่งในร้านที่เปนแอร์ก็ได้คะ โต๊ะนึงนี่นั่งได้ประมาน4คนคะ เมนูในร้านนีเมีชื่อแปลกๆแบบชื่อร้านนั่นแหละคะ เมนูมีไม่เยอะมากคะ แต่ว่าพนักงานบริการดี มีแนะนำเมนูอาหารและก็อาหารมาเรวมากคะ รสชาดร้านนี้จัดจ้านใช้ได้เลย แต่ว่าเผ็ดเหมือนกันคะ กะว่าถ้ามาทานคราวหน้า ต้องสั่งเผ็ดน้อยแล้วหละคะ เมนูที่สั่งเปนคล้ายๆกับตำมั่ว เปนส้มตำใส้เส้นขนมจีน หมูยอ กากหมู ปลากรอบ ครบเครื่องมากเลยคะ ทานแล้วไม่เบื่อเลย อีกอันที่แนะนำเลยเปนยำคอหมูย่าง อร่อยมากเลย เนื้อหมูนุ่มๆมากๆถึงแม้จะมันเยอะไปหน่อยแต่นุ่มมากจิงๆ ส่วนราคาร้านนี้ก็ประมานจานละร้อย ถือว่าแพงนิดนึงเพราะว่าจานเล็กคะ,wongnai,4,ชม:ดี; ชม+แย่:รอ,0,รีวิวยาวข้อดีข้อเสียตามจริง,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ลางานมาสาธารณสุข เลยได้แวะมากินตอนเที่ยงพอดี ร้านมี 2 ฝั่ง คนเต็มจังหวะมีที่นั่งพอดี เปนร้านต้มยำตำลึง ราคาเริ่ม 45.- ลองสั่งเป็นก๋วยเตี๋ยวแห้งต้มยำไม่เครื่องใน ถ้าไม่ใส่เขาบอกให้ระบุด้วยนะ ส่วนตัวแล้วเราว่าปริมาณกับราคาไม่โอเคอะ ให้มาน้อยไป เปรี้ยวนำ แต่ก้ออร่อยแบบไม่ต้องปรุง หรือต้องสั่งแบบน้ำถึงดูเยอะ สั่งแห้งไม่ได้น้ำซุป หรือต้องขอเพิ่มอันนี้ไม่แน่ใจ ใส่ตำลึงน้อยไปเราว่าจุดเด่นของร้านน่าจะเยอะก่านี่อีกนิด เครื่องเคียงหมูอร่อย นุ่มดี ติดมันหน่อยๆ มีเมนูขนมหวานอื่นๆด้วย น้ำแข็งใส ลอดช่อง มะม่วงน้ำปลาหวาน เกี๊ยวทอด เกี๊ยวน่าอร่อยแต่ไม่ได้ลองพอดีไปคนเดว เดวไม่หมด เหนหลายโต๊ะสั่ง หรือกินรออาหารมั้งเนอะ มองแล้วไส้เยอะอยู่ มาใหม่ต้องลอง,wongnai,4,"ชม:ดี; ชม+แย่:รอ,ไม่ได้",0,วิจารณ์อาหารตรงๆ ไม่ประชด,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,"ร้าน La bottega di luca เป็นร้านอาหารที่อยากทานมานานมากแล้วค่ะ เห็นคนบอกว่าอร่อยกันก็เลยต้องลองสักหน่อย เราไปถึงกันประมาณเที่ยงก็ยังไม่มีลูกค้าเข้ามาในร้านเลยสักคน ก็เลยได้เลือกที่นั่งตามใจชอบค่ะ มาถึงทางร้านก็มีขนมปังไว้คอยให้บริการ ขนมปังส่วนใหญ่ที่เคยไปทานมาจะเฉยๆ ไม่ค่อยร้อน แต่ที่นี่สดๆใหม่มาเลยค่ะ แถมอร่อยด้วยนะคะ ทานไปทานมาระหว่างรออาหารก็เกือบจะหมดดีที่คุณแฟนห้ามไว้ก่อนไม่งั้นก็หมดแน่นอนค่ะ

วันนี้เราสั่งอาหารมา 3 จานมาแชร์กันทานค่ะ

- Classic eggplant parmigiana with fresh mozzarella, tomato sauce and grated with parmesan cheese ราคา 340 บาท จานนี้อร่อยมากค่ะ ชีสหอมมากๆๆ รสชาติซอสเข้ากันได้กับมะเขือม่วงอร่อยกล่อมกล่อม ไม่จืดและไม่เค็มจนเกินไปค่ะ

- Porcini mushroom ravioli served with white alba truffle and wild mushroom cream sauce ราคา 490 บาท เป็นราวิโอลี่ที่ใส่เห็ด Porcini มาให้เยอะมากค่ะ เพิ่งรู้ตอนเขียนรีวิวว่าใส่ truffle ด้วยเพราะว่าตอนทานไม่รู้สึกเลยค่ะ ^^ ส่วนตัวเฉยๆกับจานนี้นะคะ คือใส่เห็ด Porcini มาเยอะไปหน่อยไม่ค่อยได้สัดส่วนกับตัว ravioli ค่ะ

- Baked organic seabream from Britany with lobster bisque sauce, plum tomatoes, capers, taggiasche olive and ดresh herbs ราคา 1,290 บาท ปลาอบมาดีมากค่ะ สุกกำลังดี แถมเชฟก็เลาะก้างปลาให้หมดด้วยค่ะ เวลาทานก็ทานได้ง่าย ส่วนซอสก็อร่อยดีค่ะ รสอ่อนๆ ไม่จัดและไม่ได้จืด จานนี้ก็ถือว่าโอเค แต่การจัดจานดูแล้วไม่ค่อยประทับใจค่ะ ถ้าจัดจานออกมาได้ดีกว่านี้ก็จะทำให้จานนี้ดูน่าทานมากขึ้นค่ะ

ส่วนขนมนั้นเราสั่ง Pannacotta ice cream with alba white truffe ราคา 390 บาท เป็นไอศกรีมที่อร่อยมากๆ โรยด้วยเห็ด truffle ที่ทานแล้วไม่ค่อยรู้สึกเพราะว่าฝานมาให้บางๆ ทานพร้อมกับแป้งกรอบๆอร่อยเลยค่ะ

ร้านนี้ก็เป็นร้านอาหารที่อร่อยดีนะคะ บริการดี แต่ส่วนตัวคิดว่าอาจจะราคาสูงไปสักหน่อยค่ะ",wongnai,4,"ชม:ดี,ปัง,ประทับใจ; ชม+แย่:รอ,นาน,ไม่ได้",0,รีวิวยาวตามจริงทั้งข้อดีและข้อเสีย,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
,ร้านก๋วยเตี๋ยวเล็กๆที่วิ่งตรงจากลงสะพานข้ามเกาะลำพู วิ่งไปข้ามสะพานบางภูชีแล้วมองด้านขวา เวลาเที่ยงๆ คนจะเยอะมาก กับก๋วยเตี๋ยวต้มยำครบรส หรือจะสั่งเย็นตาโฟสูตรเด็ด รับรองว่าถ้วยใหญ่อิ่มแน่ นอกจากก๋วยเตี๋ยวแล้วยังมีหอยทอดที่เลือกหอยแมลงภู่ขนาดพอเหมาะ มาผสมกับแป้งและไข่ทอดเหลืองกรอบ มื้อนี้อิ่มได้ถึงเย็นกันเลยทีเดียว,wongnai,4,ชม:ดี; ชม+แย่:รอ,0,ชมจริงใจ ก๋วยเตี๋ยวดีและอิ่ม,2,LLM ว่าไม่ แต่ signal สูง — อาจ positive หลุด
