text,source,label,note
"วันนี้มาลองกินตำถาดที่ร้านตำแหล ราคา 180฿/ถาด ราคาค่อนข้างสูงกว่าร้านที่ขายอาหารอีสานอีกหลายๆ ร้าน แต่ด้วยความที่ว่าเป็นร้านที่อยู่ในห้าง ถือว่าโอเค นั่งกินส้มตำตากแอร์ ช่วยลดความเผ็ดร้อนของส้มตำได้ดีทีเดียว 
ส่วนเรื่องรสชาตินั้นถือว่า แซ่บและนัวมาก เครื่องเคียงในถาดก็อร่อยไม่คาว แคปหมูอร่อยไม่เหม็นหืน ให้ผ่านนค่ะ อย่าลืมไปลองเมนูนี้กันนะคะ",wongnai,,
แนนมานี้มั้งม้าย,wisesight,,
โดยปกติ ชอบรับประทานอาหารเวียดนามอยู่แล้ว พอมีคนแนะนำมาทานร้านนี้ ยิ่งทำให้ติดใจในอาหารเวียดนามมากยิ่งขึ้นค่ะ แต่บอกก่อนเลยว่าร้านนี้รสชาติต่างๆอาจจะต่างกับรสชาติอาหารเวียดนามปกตินิดนึง เพราะสูตรของร้านนี้มาจากเมืองเว้โดยตรง อาหารจะออกแนวออริจินัล ไม่ได้ปรับแต่งให้เข้ากับปากคนไทยมากนัก อยากแนะนำให้เพื่อนๆมาลองทานดูค่า,wongnai,,
"ถึงร้านก่อนเที่ยงค่ะ แต่เห็นคนเงียบๆ ก็แอบแปลกใจนิดๆ ถึงหน้าร้าน น้องพนักงานแจ้งว่า อาหารขายได้เท่านี้นะคะ พร้อมชี้ไปที่กระดานไวท์บอดด้านหน้า น้องบอกว่า วันนี้ขายวันสุดท้ายแล้วค่ะ (29/2/59)

เราเลือกสั่งเมนูมา 3 อย่างจากที่น้องบอก มีส้มตำ เห็ดเข็มทอง และไก่ย่าง ข้าวเหนียว 

พนักงานยังบริการเหมือนปกติค่ะ รสชาติอาหาร การตกแต่งยังเหมือนเดิมค่ะ",wongnai,,
"ร้านน่ารัก ชาเขียวปั่นอร่อย รวมถึง matcha softcream (ไอศครีมชาเขียว) ด้วย 

สั่งเป็นเมนู waffle ก็อร่อย หวานกำลังดี เสิร์ฟพร้อม ไอศรีมชาเขียว ถั่วแดง วิปครีม และ แป้งกลมนิ่มหนุบหนับ 

ในตู้เค้ก ลองสั่ง Blueberry Cheesecake มาทาน ก็ผ่านค่ะ เนื้อชีสเนียน บลูเบอร์รี่ก็ไม่หวานเกิน",wongnai,,
หน้าทางเข้าปราสาทโอซาก้ามีแผงอาหารตั้งอยู่ค่ะ ขายอาหารเบสิคหลายอย่าง ทั้งยากิโซบะ ทาโกะยากิ ราเมง และไก่คาราอาเกะ ด้วยช่วงที่ไปเป็นช่วงหน่าหนาว ก็อยากทานอะไรร้อนๆ ค่ะ จัดไก่คาราอาเกะมาถ้วยนึง ร้อนๆ กรอบๆ ไก่ยังนุ่มด้านใน แต่ก็แอบอมน้ำมันนิดนึงค่ะ,wongnai,,
"Pizza to go ร้านพิซซ่าหน้าgourmet market  ชั้น 1โซนtake home ขายพิซซ่าหลากหลาย เน้นtake awayไม่มีที่นั่งทานซื้อกลับบ้านได้อย่างเดียว ที่น่าสนใจนอกจากพิซซ่าคือเมนูอื่นๆ วันนี้ ซื้อ ""ลาซานญ่า "" มีทั้งหมูและทะเล ทำเป็นแพ็คเรียบร้อยพร้อมซื้อกลับบ้าน (89) นำกลับบ้านมาอุ่นร้อนๆอีกรอบ รสชาดหอมมันชีสอร่อยใช้ได้เลย

พิซซ่าถาดสำเร็จรูป หน้าไส้กรอกเยอรมัน (99) อร่อยรวดเร็ว พิซซ่าอร่อยหน้าไส้กรอกแน่นเลย",wongnai,,
"ไปเกาะช้างมาช่วงสงกรานต์ คนเยอะมากกก และรอนานมาก มากกว่า3ชมในมือเย็น แต่สมกับที่รอคอย ปูกุ้งมาเน้นๆ ปกติเป็นคนชอบกินปูมากๆอยู่แล้ว แต่ไม่เคยกินปูตัวใหญ่และเนื้อเยอะเท่านี้มาก่อน มั่นใจว่าได้ครึ่งกิโล จนต้องนึกถึงปูที่เคยกินก่อนหน้าว่าต้องน้ำหนักไม่ถึงโลแน่ๆ 

รสชาติอาหารเด็ดทุกอย่าง ของสดใหม่ หอยนางรมคือต้องลอง ราคาไม่แพงมาก คุ้มค่าสมราคาค่ะ",wongnai,,
แวะหากาแฟแก้ง่วงเช้าๆ ที่ปั๊มปตท บายพาส ข้ามสะพานบ้านบึงกับพนัสนิคมมา ชิดซ้ายเข้าปั๊มเลย เคยกินมาบ้างแต่วันนึ้ไม่รู้เพราะอะไร พนักงานใหม่รึเปล่า กาแฟเข้มข้นกว่าอเมซอนร้านอื่นๆที่เคยกินมาเลยทีเดียว คราวหน้าจะแวะอีกแน่นอนเลย,wongnai,,
กูจะเมาฟูลมูนไม่ได้ไอสัส,wisesight,,
เอาตรงๆ คือ เราเคยไปหาหมอ แล้วจู่ๆ หมอก็จับนมโดยไม่บอก ก็สะดุ้งนะ แต่ก็เข้าใจว่า คลำหามะเร็งพอดีเป็นหมอผู้หญิงไง ไม่คลำเปล่าให้ถอดเสื้อหมดเลยด้วย เราว่ามันน่าจะเคสเดียวกันแต่นี่เสือกเป็นหมอผู้ชาย,wisesight,,
รอฟังผลการนำเสนอ,wisesight,,
"เมื่อวันที่ 9 ธันวาคม 55 ผมได้มีโอกาสใช้บริการร้านอาหารบัว เนื่องจากผมรับปริญญา ประทับใจมากกับบรรยากาศภายนอกและภายในร้าน รสชาติอาหาร การบริการ ญาติๆ เอ๋ยพร้อมกันคำเดียวว่า ""อาหารอร่อยมาก"" ส่วนเรื่องราคาญาติๆ และสายรหัสผมมาร่วมความยินดีทั้งหมด 17 ท่าน ทั้งหมดราคา 8,970 บาท แบบว่าสั่งกระจาย เเถมปิดท้ายด้วยขนมหวานเเสนหวานจริงๆ",wongnai,,
ร้านข้าวต้ม ที่มีหลายสาขาาาา เหมือนพี่มากขาาาาา หรือป่าวเนี่ยย อิอิ แต่ที่จะมาแนะนำ เราแนะนำสาขา 2 นะคะ แต่สาขาอื่นก็ยังไม่เคยไปชิม เหมือนกัน เลยเปรียบเทียบสาขาอื่นไม่ได้ 555 อาหารที่แนะนำเลยคือ ต้มซุปเปอร์ค่ะ อร่อยแซ่บสะใจมาก,wongnai,,
ไปๆๆกันครับ ว่างวันไหนบอกล่ะกัน,wisesight,,
มี มันลดยุพักนึงละ,wisesight,,
ชวนล่ะบ่มาาา,wisesight,,
ซัมซุงเขย่ามากๆระวังตัวกันกล้องสั่นพังนะ,wisesight,,
"ร้านนี้เป็นที่เลืองลือใน pantip.com มากถึงความอร่อยและราคาไม่แพง จรงิๆอยู่แถวบ้านเลยแต่ไปทีไรก็ปิดเทศกาลบ้าง หรือวันเสาร์บ้าง

จนล่าสุด โชคเข้าข้างซะที เลยจัดมาหลายเมนู ไม่ผิดหวังนะ ตั้งแต่เครื่องดื่ม เราสั่งน้ำผึ้งมะนาวไป ถูกปากดี 

อาหารที่ชอบคือยำไข่ปู ปลาเทโพผัดใบยี่หร่า ยำเนื้อโบราณ",wongnai,,
"บุฟเฟ่ 699 บาท ผู้หญิงลด15% อยู่น้าาา

วันที่ไปกินเป็น set B

unagi อูยย ชอบ แต่ก้างติดคอเลย เสียใจ

yukke เป็นแบบนำเรื้อ ละมีไข่กะแอปเปิ้ล เหย คือมันอร่อยย แต่ว่ามันคำใหญ่มาก หมดความสวยใดใด

เนื้อต้องเนื้อลายโอนลี่

ของหวานใดใดคือดีมาก panna cotta ที่ดีต่อใจและเยียวยาทุกสิ่ง บลูเบอรี่จะให้กลิ่นหอมชัดเจนสุด

โรลเค้กชาโคล มันยังมีความเรื้อแป้งหยาบอยู่",wongnai,,
"เส้นลวกนานไปหน่อยเลยออกเละๆค่ะ ส่วนน้ำซุบกลมกล่อมกำลังดีไม่ต้องปรุงเลย ราคาก็ 58 บาทค่ะ
เป็นเซตที่ basic ที่สุดละ ส่วนตัวแอบเหม็นหืนนิดนึง  ส่วนตัวไม่ค่อยชอบหมู slide แบบนี้เลยค่ะ เพราะมันมีมันติดมาด้วย",wongnai,,
ร้านอยู่ใกล้ๆกับรูปปั้นวัวในถนนวัวลาย เมื่อก่อนมีพื้นที่ไม่พอเจ้าของเลยเพิ่มเตนท์กับเก้าอี้ด้านบน(ข้างบนเป็นร้านคลังเครื่องเขียน แต่ปิดวันเสาร์นะคะ) ภายในร้านมีข้าวซอยไก่ข้าวซอยเนื้อ ขนมจีนน้ำเงี้ยวน้ำยา ต้องมาลองชิมล่ะ,wongnai,,
"ร้านข้าวมันไก่เก่าแก่ที่เทเวศน์ค่ะ ไปกินมาตั้งแต่เด็กๆ ชอบในทุกจุดเลย
- ไก่นุ่มๆไม่มีการตบแบน 
- ซุปเป็ดมะนาวดองเปรี้ยวๆซดคล่องคอ จะสั่งเป้นถ้วยเล็ก ถ้วยใหญ่มีหลายราคา 
- น้ำจิ้มเต้าเจี้ยวแบบเปรี้ยวๆเค็มๆ
- ข้าวมันนิดๆมีรสชาติกำลังดี

จะสั่งแบบจานเดียวหรือไก่แยกก็ได้เหมือนร้านทั่วไปค่ะ

ร้านนี้จะลำบากตรงที่หาที่จอดรถยาก เพราะอยู่ริมถนน และถ้าไปช้าก็หมดค่ะ อร่อย ขายดี^^",wongnai,,
"จะมานั่งอ่านหนังสือ..
หรือจะมาคุยงานกับเพื่อนก็ดีก็งามค่ะ

โต๊ะนั่งขนาดพอดีตัวเลย แสงสว่างก็สบายตา ????

ที่ๆนึงมีรูปลั๊กให้เสียบตั้ง 4 ช่อง!!!!
เสียบทั้งคอม ทั้ง iphone ทั้ง ipad ก็ยังเหลือๆ..

ราคาเรื่องดื่มก็สมเหตุสมผล
แนะนำตระกูล nishio matcha กับชาไทย รสกลมกล่อม อร่อยเลยแหละ!!

เบอเกอรี่ก็ลดราคาบ่อยๆ อร่อยดีด้วยนะคะ ????????",wongnai,,
อ่านจิ โหลดแอพ ละมีส่วนลดร้านนู่นนี่เต็มไปหมดเลยย มีบาบีก้อนด้วยย,wisesight,,
"เป็นร้านตกแต่งแนวทะเลแต่อยู่บริเวณคลองรังสิต 
อยู่ระหว่างทางไปโรงเรียนวัดลาดสนุ่นกับถนนฟ้าคราม
ตอนเย็นมีดนตรีสด
บรรยากาศใช้ได้ ชิล ๆ ค่อนข้างมียุง
พนักงานบ้าน ๆ เหมือนร้านหมูกระทะ
ราคาค่อนข้างแรง เนื่องจากความสดของอาหารที่ยังต้องปรับปรุง รสชาดการปรุงใช้ได้",wongnai,,
อย่าหือกะพี่ก้อนนะ พี่ก้อนโหดดด,wisesight,,
"นโยบายของพรรคอนาคตใหม่ อาจจะดูเหมือนการแก้แค้นคสช.และรัฐบาลทหาร แต่เชื่อเถอะว่าการล้างบางเผด็จการเป็นสิ่งที่จำเป็นต้องทำสำหรับประเทศนี้ คำพูดที่ว่า ""ประเทศไทยอยู่ในจุดที่ถ้าไม่แก้ไขปัญหาการเมือง ปัญหาอย่างอื่นจะแก้ไม่ได้เลย"" มันเป็นเรื่องจริง",wisesight,,
วันนี้มี la mer concentrate ขนาดเล็กมั้ยคะ,wisesight,,
บุคลากรเจ้าหน้าที่โรงพยาบาลพญาไท1ครับ,wisesight,,
เคยลองมาหลากหลายหน้าแล้วแต่ที่ดีที่สุดคือออริจินัลเท่านั้น เป็นโดนัทที่เรื่องมากเพราะทานเลยไม่อร่อยต้องเอาเข้าเวฟ8วิ มากกว่านั้นจะร้อนเหลว น้อยกว่านั้นก็ไม่ร้อนนุ่มพอ หน้าอื่นๆพอเข้าเวฟจะเยิ้มเละทำให้ดูไม่น่าทาน นานๆทานทีก็โอเคแต่บ่อยๆไม่ไหวจะถือ,wongnai,,
กิตติเป็ดย่าง เป็นร้านขายเป็ดย่างสารพัดเมนู ตั้งอยู่ริมถนนวิ่งตรงมาจากแยกแกแล็คซี่ บางแสนมาหน่อยจะเจอ 4 แยกแรกขับตรงมาอีกไม่เกิน 50 เมตรจะเจอป้ายร้านสีแดงเด่น ตั้งอยู่ด้านซ้ายมือเรา รสชาติเป็ดกับน้ำซอสก็อร่อยดีครับ แต่ข้าวจะแฉะไปนิดหน่อย ซุปกระดูกหมูก็กลมกล่อมเข้าถึงเครื่องยาดี ซดแก้ติดคอได้ชะงักนัก!!!,wongnai,,
ไม่ได้ทานร้านนี้มาได้พักใหญ่ๆแล้วครับ มารอบนี้เลยมาจัดขนมจีนน้ำเงี้ยว 35 บาท เท่านั้น ผักเติมฟรี แล้วแต่ใครอยากทานมาก ทานน้อย ไม่จำกัดเลย รสชาติของน้ำเงี้ยวอ่อนไปหน่อย ทานกับขนมจีนเลยยิ่งอ่อน ยิ่งโดนผักเข้าไปอีกยิ่งบางเข้าไปใหญ่เลยครับ,wongnai,,
"ร้านนี้เป็นร้านขึ้นชื่อแถวละแวกนี้เลยก็ว่าได้
หากจะให้แนะนะนำเมนู แน่นอนอยู่แล้วว่าไม่ควรลืมสั่งแหนมเนืองซึ่งหากินอร่อยยาก แหนมเนืองที่นี่มีผักแพ้ว สระแหน่ สลัด โหระพา ชีฝรั่ง หริก กระเทียม กล้วยดิบ มะม่วง แตงกวา

สิ่งโปรดบ้านเราอีกเมนูคือ ต้มแซ่บเนื้อน่องลาย มีเนื้อนืองลายแบบนี้อร่อยเว่อร์จริงๆ",wongnai,,
ยังอิ่มอยุ่ดูไปก็ไม่อยาก555,wisesight,,
หน้าร้านมีซุ้มขายข้าวราดแกงแล้วนะ แวะซื้อหรือแวะทานก็ได้ตามสะดวก กับข้าวก็มีไม่มากเราเลือกแกงส้มปลานิลกับลูกเขาคันราดข้าวมาทานระหว่างรอสเต็ก รสกลางๆไม่จัดจ้านะเท่าไหร่ ส่วนสเต็กหมูพริกไทยดำ เนื้อหมูแห้งมากไม่ถูกปากค่ะ,wongnai,,
"ร้านนี้มีสาขาอยู่ทั่วไทย รอบนี้ไปทานสาขาเมญ่าเชียงใหม่
ไปถึงประมาณทุ่มนิดๆ อาหารหมดหลายอย่างเลย สลัดก็หมด ข้าวปั้นก็หมด สั่งเกี๊ยวซ่ามา แป้งเหมือนไม่สุกหรือยังไงก็ไม่รู้ ไม่กรอบด้วย เหนียวๆ ไม่ประทับใจเลย แต่พนักงานสนใจดี ขออะไรได้เร็วตลอด",wongnai,,
กินนี่กินหมูป๋องดีกว่า,wisesight,,
ร้านนี้ราคาสูงพอสมควร แต่อร่อยทั้งของคาวและหวาน รอบนี้สั่งสปาเกตตี้หมึกดำผัดต้มยำ รสชาติจัดจ้านอร่อยมสก สปาเกตตี้คาโบนาร่าก็ครีมมี่หอมนมเนยเต็มที่ พิซซ่ากระเพราะไก่ไข่ดาวก็เหมือนกินผัดกระเพราจริงๆบนขนมปัง ของหวานก็อร่อย ไม่หวานมากเกินไป เค้กชอคโกแลตก็ได้รสชอคโกแลตเต็มๆ,wongnai,,
เสียใจด้วยเจ้ เพื่อนไม่กิน 285,wisesight,,
"ร้านข้าวต้มรอบดึก ริมถนนพัฒนาการ

ถ้ามาจากสี่แยกพัฒนาการ ร้านจะอยู่หัวมุมตึกแถว หน้าปากซอยถัดจากสถานีตำรวจ
ร้านเปิดค่ำๆถึงดึกๆครับ เมนูก็จะเป็นพวกอาหารที่กินกับข้าวต้ม เช่น หมูสับผัดหนำเลี๊ยบ ยำไข่เค็ม ผัดผักบุ้ง

จอดรถริมถนนได้ แต่ระวังโดนทุบกระจกนะครับ แถวนี้โดนกันเพียบ ทั้งๆที่อยู่ใกล้ๆสถานีตำรวจ",wongnai,,
"เดินเล่นดูร้านขายของที่ระลึกมาเรื่อยๆจนถึงบ้านบุปผาจันทร์ จะมีร้านเล็กๆมีเก้าอี้สี่ห้าตัว

ปาท่องโก๋ตัวใหญ่ดึงดูดความสนใจ มีหลายไส้ให้เลือก ไส้หมูสับผักรวม ไส้กล้วยหอมทอด ไส้สังขยาใบเตย ไส้หมูแดง ชิ้นละ 30 

ปาท่องโก๋ไส้กล้วยหอมราดนม รสชาติดี หอมกล้วย

เต้าฮวยนมสด มีน้ำแข็งแยกมาให้เลือกกินได้ทั้งแบบร้อน แบบเย็น (ค่อนข้างหวานไปนิด)

ไข่หวานน้ำขิง รสชาติเยี่ยมหอมขิง ไม่หวานมากมาก โอเคเลย",wongnai,,
คนเชี้ยไรแดกทีครึ่งแก้วเพียว,wisesight,,
คือร้านนี้ต้องมาทานทุกเดือน ส่วนตัวคิดว่า อร่อยกว่า ร้าน พี่ญา นะ เราว่าเส้นขนมจีนอันนี่อร่อยกว่า น้ำแกงขนมจีนก้ออร่อยกว่า เจ้มจ้น มาก ไก้ก็ทอดอร่อย มาก กิน แบบ นี้ อิ่มอร่อย จนอยากกินทุกวัน ผักก็เยอะมากๆ ดูสะอาดอีกต่างหาก,wongnai,,
ขอรายละเอียด yaris ค่ะ,wisesight,,
"กาดหลวง ในห้าง central festival เชียงใหม่ มีร้านอาหารหลายเจ้า ร้านศิริ จะขายก๋วยจั๊บ ข้าวขาหมู ข้าวหมูกรอบ
สั่งก๋วยจั๊บมาชิม 1 ชาม น้ำข้นสูตรพะโล้ พอใช้ได้ เส้นจะแข็งไปนิด แต่ก็พอทานได้ ปริมาณเยอะพออิ่ม เครื่องก็หลากหลาย ใช้ได้ รวมรวมแล้วก็ ok ทานได้",wongnai,,
ร้านอยู่ตรงข้ามสโมสร ทบ. มาม่าไข่ข้นอร่อยใช้ได้นะ แต่ topping น้อยไปหน่อย แบบไส้กรอกราว 5-6 ชิ้นไรงี้ แต่ที่ชอบคือปังเย็น ชมพู ใหญ่บิ๊กเบิ่มดีก็ตามราคานะ (55.-) เที่ยงๆคนจะเยอะและอาจจะได้ช้าหน่อยนะ ????????????,wongnai,,
เมนูที่ไปทานจะเป็นกระเพราไก่กรอบข้าวอบชีส กับข้าวปลาแพนกาเซียส อร่อยทั้งคู่ ทานนานๆก็เลี่ยนอยู่ แต่จะมีน้ำจิ้มซีฟู้ดมาให้ทานคู่กับปลาด้วย ราคาทั่วไปค่ะ ไม่ถูกไม่แพงเกิน ร้านหาง่ายจะมีบันไดไว้เดินขึ้นไปอยู่ข้างๆร้านบะหมี่ค่ะ,wongnai,,
สินค้านี้ ลอรีเอะ ซุปเปอร์ เจนเทิลพลัส 25-30 ซม. 6-7ชิ้น ราคา 21 บาทค่ะ,wisesight,,
ยูเนี่ยนม่ะ,wisesight,,
"ปลาสดดี ชิ้นใหญ่
ข้าวซูชิปรุงอร่อย
อิคูระเลือกมาดี อร่อย
ซูชิตับห่าน เยี่ยม
ฟินเลมิยองอร่อยคับ แต่วันนี้ไม่ได้กิน
ไม่ค่อยกินฟิวช่ั่น เลยไม่ได้ลองอย่างอื่นนัก
บรรยากาศดี ชิลมากตอนเย็นๆ 
กินเหล้าฟังเพลงแจ๊สบางวัน โคตรฟินคับ",wongnai,,
"เดินเข้ามาร้าน ไม่มีใครสนใจ
 เราก็เขียนๆ รีบส่ง เห็นคิวเยอะ คนเยอะ พอเขียนเสร็จ เดินไปส่งให้ ป้าผู้หญิงทำหน้าตื่น บอกว่า วันนี้ปิดรับคิวแล้ว อ้าวว???????????????????????????????????????? เข้ามานั่งตั้งนาน ไม่เห็นเราหรอ อะไรว้า เสียความรู้สึก ควรจะบอกตั้งแต่เราเดินเข้ามาละ ว่าวันนี้หมดแล้ว คิวเต็ม มีคนจองไว้หมดแล้ว บลาๆๆๆ ไม่พูด เสียความรู้สึกมาก คิดว่าครั้งต่อไปเราอยากจะมาหรอ ?!!!",wongnai,,
"ร้านโจ๊กสามย่าน จุดเด่นอยู่ที่หมู  ชิ้นโต วันนี้สั่งแบบพิเศษหมูล้วน เรียกได้ว่า หมูล้นชามกันเลยทีเดียว ตัวข้าวก็ไม่ได้เนียนมากเหมือนร้านโจ๊กอื่นๆทั่วไป ออกจะคล้ายข้าวต้ม แต่กลมกล่อม เครื่องเน้นๆคุณภาพมาเต็ม ร้านเค้าขายดีตลอด ถ้ามาสายหน่อยเครื่องในหมดก็ต้องใส่หมูล้วนกับไข่อย่างเดียวค่ะ
ที่สำคัญ ไม่ว่ายุคไหน ผ่านมากี่ปี ที่ร้านจะมีน้ำส้ม greenspot  ขายเสมอ อย่าลืมสั่งกินคู่กันนะคะ",wongnai,,
แพ้ไบโอเธิร์มแน่ๆ เหน่ยจัย,wisesight,,
รุ้มั้ย ทำไมไฮเนเก้นไม่ทำโซดา,wisesight,,
ผ่านมาทางนี้เห็นป้ายเชิญชวนติดตามถนนเยอะมาก ชื่อก้อดูอร่อย มาถึงร้านๆ ใหญ่คะ รถจอดเพียบ บรรยากาศดี สะอาด อาหารจะเน้นสุขภาพ เป็นข้าวกล้อง แต่ชื่อร้านก้อบอกว่าก๋วยเตี๋ยวบ้านบึง ลองสั่งต้มยำมากิน โอ้ววว รสชาติแย่ จืด มีแต่ถั่วงอก หมูเด้ง 1 ชิ้น ลูกชิ้นลูกเล็กๆ 2 ลูก เข็ดคะ ใครชอบรสชาติแซ่บๆ ขอบอกว่าอย่ามาเลยคะ,wongnai,,
"ร้านอาหารเปิดใหม่ครับร้านดูดีเชียวบรรยากาศสบายสบายนั่งริมน้ำลมพัดโชยมายามเย็นก็โอเคนะครับ
อาหารนี้เป็นอาหารไทยครับแต่ก็หนักไปทางกับแกล้ม ร้านมีบริการดนตรีสดเล่นให้ช่วงหัวค่ำร้องเพลงเพราะสบายสบายฟังชิลล์ชิวจิบเบียร์เย็นๆบรรยากาศดีครับ
เมนูที่ลองสั่งมาชิมแล้วรู้สึกว่าอร่อยคือปลากะพงทอดน้ำปลาขาหมูทอดสามชั้นผัดพริกเกลือ รสชาติอาหารถือว่าโอเคเลยครับราคาก็ไม่แพงเกินไปอิ่มอร่อยประหยัดคุ้ม",wongnai,,
"อเมริกาโน่ร้อน กลิ่นเบิร์นนิดๆ ไม่เข้มมาก กำลังจิบชิลๆ มีขนมปังมาด้วย

กาแฟโยโล สั่งแบบไม่หวานมา นมเยอะ ให้ความรู้สึกเหมือนทานลาเต้มากกว่าเอสเปรสโซ่อย่างที่ร้านบอก 

สงสัยเรากินกาแฟสายสตรอง เลยว่าไม่ค่อยเข้มค่ะ


ด้านหลังมีที่พักด้วยนะ บรรยากาศน่ารักเชียว",wongnai,,
เขาเป็นติ่งฮอนด้า อะไรที่ไม่ใช่ฮอนด้าเขาว่าขี้เหร่หมดแหละ,wisesight,,
"แวะมาย่านบางกรวย ย่านนอกเมือง ที่หลีกเลี่ยงรถติด
มาหาอาหารอร่อยๆ พี่สาวพามาร้านบ้านเคียงลม
ร้านอาหาร บรรยากาศ พักผ่อน รับลมสบายๆ มีอาหารมากมายหลายเมนู ให้เลือก การบริการดี รสชาติอาหารอร่อย และราคาไม่แพงจนเกินไป เหมาะสำหรับครอบครัว หรือเพื่อนฝูงมานั่งทานกัน",wongnai,,
หลังจากไปกินบาร์บีคิวพลาซ่ามาครั้งล่าสุด ทำให้รู้สึกว่า แพง แถมไม่อิ่ม น่าจะเลิกกินไปอีกซักพักใหญ่ๆ,wisesight,,
หุ่นแบบไหนที่เรียกว่าดี หุ่นที่เจ้าตัวโอเค ไม่มีปัญหาสุขภาพ จะอ้วน จะผอม จะอวบก็เหอะ แล้วการบอกว่าผู้หญิงหุ่นมีน้ำมีนวลดีกว่าผอมเป็นผี นี่ก็เซ้ทอัพค่านิยมความงาม ให้มาตรฐานเป็นแบบนี้เท่านั้นรึเปล่า,wisesight,,
แบบบุฟเฟ่ต์ตอนนี้มีสาขาไหนบ้างคะ,wisesight,,
จันทร์-ศุกร์,wisesight,,
ร้านนี้อยู่ที่ อ.หัวหิน จ.ประจวบคีรีขันธ์ มีส่วนของเบเกอรี่ เเละร้านอาหาร ร้านตกเเต่งสวยงาม ส่วนเบเกอรี่ ติดทะเล เห็นวิวทะเลสวยงาม ขนมอร่อย ส่วนน้านอาหารเป็นเเนวในสวน ร่มรื่น ร้านกว้าง นั่งเเล้วให้ความรู้สึกสบายตา สบายใจ,wongnai,,
เราจัดมาก่อนหน้ามาแระ ไม่ทันย้ายเข้าบ้าน แท๊ก ต่อแระกัน..,wisesight,,
"ปกติเป็นคนไม่ชอบกินปลาน้ำจืด เพราะจะรู้สึกว่ามีกลิ่นแปลกๆ แต่ร้านนี้ทำให้เรากินปลาน้ำจืดได้ คือทางร้านทำไม่มีกลิ่นเลย แถมเนื้อยังเหนียวนุ่มพอดีมากๆ ส่วนน้ำจิ้มแซ่บมากจริงๆ

ส่วนรายการอาหารอย่างอื่นไม่ค่อยอร่อยเท่าไหร่ ถ้าให้คะแนนโดยรวม คงให้ 3/5 แต่เห็นเป็นร้านปลาเผาเลยให้คะแนนปลาเผาซะเลย เอาไป 4 เลยจ้าท",wongnai,,
เพิ่งมาทานครั้งแรกตามคำแนะนำของเจ้าถิ่น ชอบบรรยากาศร้าน พนักงานบริการดีครับ อาหารก็อร่อยครับ มีเมนูเยอะแยะ ราคาต่อหัวรับได้ไม่แพงมาก ชิลๆดีครับ ติตรงทางเข้าลำบากนิดหน่อย นอกนั้นประทับใจมากครับ เหมาะกับการพาสาวมาเดท 555,wongnai,,
ออเจ้าทั้งหลาย มาซื้อ Neutrogena Micellar Water ที่บิวเทรี่ยมได้ เร็วๆนี้,wisesight,,
ตรวจฟิคอยู่ แม้หนูจะอารมณ์เสียเรื่องเบียร์หมี 5555,wisesight,,
ร้านเนื้อย่างที่กินมาตั้งแต่เด็ก..เนื้อหมักได้นุ่มพอดีน้ำจิ้มมีสองแบบแบบเผ็ดและแบบสุกี้อร่อยทั้งสองรสแต่แนะนำให้เอาน้ำจิ้มมาผสมกันจะได้รสชาติไปอีกแบบ..ไปแล้วอย่าลืมสั่งข้าวผัดปูมาลองด้วยอร่อยมากแต่ร้านหมื่นทิพย์หาที่จอดรถยากมากว่าแล้วโทรไปสั่งมากินที่บ้านดีกว่า,wongnai,,
ร้านอยู่ในดงร้านอาหารญี่ปุ่นหลายๆร้าน ตกลงใจเลือกเพราะอยากกินราเมง รสชาติใช้ได้เส้นเหนียวนุ่ม ข้าวผัดกระทะร้อนรสชาติใช้ได้เลย เกี้ยวซ่าก็เหมือนมีน้ำซุปขลุกขลิกเข้มขันด้านใน โดยรวมแล้วรสชาติโอเคเลยครับ,wongnai,,
รสดี ดีกรี หนัก,wisesight,,
😱😱😱😱😱😱😱😱,wisesight,,
มี 64 รูปทรง ได้รับแรงบันดาลใจจาก ถ้วยจิบน้ำชาตามวัฒนธรรมดั้งเดิมของญี่ปุ่นค่ะ #EssentialEnergy #ShiseidoThailand,wisesight,,
เลิกงานแล้วก็จัดของหวานเติมพลังใจซะหน่อย คนอาจจะเยอะไปสักหน่อย แต่สายหวานต้องอดทนได้ รอสักชั่วโมงนิดๆก็ได้กิน เลยจัด บิงซูสตอเบอรี่ กับแพนเค้กมากระแทกใจซะหน่อย พอมาถึง ถ่ายรูปกันคนละแชะวองแชะ จากนั้นก็จ้วงไม่พูดไม่จากันเลย ทั้งหวานจากตัวบิงซูที่ตัดกับรสของสตอเบอรรี่ ส่วนแพนเค้กกับกล้วยก็ไม่น้อยหน้า หอมหวาน มัน ครบรส ใครที่อยากหาของหวานมาประโลมใจก็แนะนำเลยจ้า แต่อาจจะรอนานสักหน่อยน้า,wongnai,,
ด้วยความที่ชอบกินกล้วยปิ้งอยุ่บ้าง พอมาเจอร้านนี้จึงเกิดความสงสัยใคร่รุ้ว่ามันดีอย่างไร จึงไปเสาะแสวงหามากิน กล้วยปิ้งบ้านๆ ดีนี่เองหละครับแต่เอามาใส่ใส้ซะน่ากิน ราดด้วยน้ำเชื่อมอร่อยดีนักแล สรรหามากินนะครับ,wongnai,,
แต่ที่สยามเหมือนไม่มี,wisesight,,
พรุ่งนี้เข้าเวรอีกแล้ว,wisesight,,
